No.,回答日,名前,年齢,性別,お住まいの地域,食事は１日平均何回ですか,毎朝朝食をとりますか,睡眠時間は平均どのくらいですか,健康には気を使うほうですか,健康食品を利用していますか,最も利用している健康食品の商品名を記入してください,サプリメントは利用しますか,意識して摂取している栄養成分を複数選択してください_亜鉛,意識して摂取している栄養成分を複数選択してください_カルシウム,意識して摂取している栄養成分を複数選択してください_鉄,意識して摂取している栄養成分を複数選択してください_銅,意識して摂取している栄養成分を複数選択してください_マグネシウム,意識して摂取している栄養成分を複数選択してください_ナイアシン,意識して摂取している栄養成分を複数選択してください_パントテン酸,意識して摂取している栄養成分を複数選択してください_ビオチン,意識して摂取している栄養成分を複数選択してください_ビタミンＡ,意識して摂取している栄養成分を複数選択してください_β－カロテン（ビタミンＡの前駆体）,意識して摂取している栄養成分を複数選択してください_ビタミンＢ1,意識して摂取している栄養成分を複数選択してください_ビタミンＢ2,意識して摂取している栄養成分を複数選択してください_ビタミンＢ6,意識して摂取している栄養成分を複数選択してください_ビタミンＢ12,意識して摂取している栄養成分を複数選択してください_ビタミンＣ,意識して摂取している栄養成分を複数選択してください_ビタミンＤ,意識して摂取している栄養成分を複数選択してください_ビタミンＥ,意識して摂取している栄養成分を複数選択してください_葉酸,意識して摂取している栄養成分を複数選択してください_その他
981,02:27.4,黒石 智也,34,男性,宮城県,1回,はい,7時間～9時間未満,いいえ,はい,日清おいしさプラスキトサンヌードルしょうゆ味,はい,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
982,57:46.9,河口 菜摘,15,女性,静岡県,4回以上,いいえ,1時間未満,はい,いいえ,,はい,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE
983,45:21.9,後田 千夏,42,女性,高知県,4回以上,はい,1時間未満,いいえ,いいえ,,いいえ,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
984,31:23.9,白山 大樹,56,男性,兵庫県,2回,はい,9時間以上,いいえ,はい,オリゴメイトHP,はい,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
985,31:36.5,川渕 沙織,85,女性,富山県,4回以上,いいえ,7時間～9時間未満,はい,はい,日清おいしさプラス サイリウムヌードル しょうゆ味,いいえ,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
986,49:15.8,亀川 雄大,82,男性,長崎県,2回,はい,1時間～3時間未満,はい,いいえ,,はい,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
987,48:40.6,永沢 翔太,71,男性,宮崎県,1回,いいえ,7時間～9時間未満,はい,はい,きのこソースのオムライス,はい,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
988,15:07.7,仁田 翔平,76,男性,富山県,3回,いいえ,5時間～7時間未満,はい,はい,デンマークヨーグルト,いいえ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
989,59:41.4,斎 麻衣子,78,女性,静岡県,4回以上,はい,9時間以上,いいえ,いいえ,,いいえ,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
990,52:21.4,茂手木 麻美,34,女性,滋賀県,1回,いいえ,3時間～5時間未満,いいえ,はい,オレンジジュース,はい,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
991,52:20.1,小俣 友美,35,女性,富山県,2回,はい,9時間以上,いいえ,いいえ,,いいえ,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
992,20:10.2,新宮 遙,72,女性,群馬県,2回,いいえ,5時間～7時間未満,いいえ,はい,ジョア　プレーン,いいえ,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE
993,54:27.2,一条 佳奈,55,女性,滋賀県,3回,はい,7時間～9時間未満,いいえ,いいえ,,いいえ,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE
994,38:34.0,船本 蓮,51,男性,富山県,4回以上,はい,5時間～7時間未満,はい,はい,ジョア　白ぶどう,いいえ,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
995,43:48.6,山室 瞳,33,女性,沖縄県,1回,いいえ,7時間～9時間未満,はい,はい,日清おいしさプラス　キトサンヌードル,いいえ,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
996,03:55.7,岡谷 彩乃,63,女性,兵庫県,4回以上,はい,7時間～9時間未満,いいえ,はい,大豆芽茶（だいずがちゃ）,いいえ,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
997,45:49.0,永木 佳奈,26,女性,山口県,3回,はい,9時間以上,はい,はい,ブレンディコーヒーオリゴ糖入り,いいえ,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
998,02:58.5,千原 拓也,36,男性,岐阜県,4回以上,はい,9時間以上,はい,いいえ,,はい,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE
999,33:52.7,本島 大輔,87,男性,広島県,2回,はい,5時間～7時間未満,はい,はい,日清おいしさプラス サイリウムドリンク オレンジ,はい,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
1000,33:52.1,大崎 恵,77,女性,沖縄県,3回,はい,1時間未満,いいえ,はい,キリン コレステミン,はい,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1001,,綿貫 楓,25,女性,佐賀県,,いいえ,9時間以上,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1002,28:59.2,島川 誠,11,男性,奈良県,4回以上,いいえ,5時間～7時間未満,はい,いいえ,,いいえ,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
1003,22:47.8,手塚 徹,22,男性,長崎県,3回,いいえ,7時間～9時間未満,はい,はい,オリゴタイム,はい,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
1004,23:34.9,下野 貴大,47,男性,鹿児島県,3回,はい,1時間～3時間未満,いいえ,はい,イサゴール・青りんご味,いいえ,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1005,04:53.7,国方 雄大,27,男性,福井県,2回,いいえ,1時間～3時間未満,いいえ,はい,オリゴ2400キャロット,いいえ,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
1006,22:23.4,神藤 雄大,63,男性,静岡県,4回以上,いいえ,7時間～9時間未満,はい,いいえ,,いいえ,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
1007,55:55.8,乗田 大地,43,男性,福島県,3回,はい,5時間～7時間未満,いいえ,はい,ゼリージュース　イサゴール,いいえ,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
1008,16:52.3,刑部 愛,15,女性,千葉県,1回,はい,1時間～3時間未満,はい,はい,コレカットポタージュ,いいえ,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
1009,43:45.5,辻 さくら,29,女性,栃木県,3回,はい,1時間～3時間未満,はい,はい,粗挽きペッパーハンバーグ,はい,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
1010,19:23.4,梶原 未来,40,女性,群馬県,4回以上,いいえ,1時間未満,はい,いいえ,,はい,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE
1011,23:30.8,南条 七海,28,女性,静岡県,1回,いいえ,9時間以上,はい,いいえ,,はい,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
1012,20:02.8,笈川 裕子,65,女性,宮崎県,4回以上,いいえ,1時間未満,いいえ,いいえ,,はい,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
1013,39:42.3,小此木 翔平,33,男性,滋賀県,3回,はい,3時間～5時間未満,いいえ,はい,日清おいしさプラスサイリウムヌードルチキンタンメン,はい,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
1014,43:13.4,小向 沙織,26,女性,高知県,2回,いいえ,7時間～9時間未満,はい,いいえ,,いいえ,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1015,59:49.7,迫田 康平,31,男性,佐賀県,2回,いいえ,3時間～5時間未満,いいえ,いいえ,,はい,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
1016,57:56.3,山県 翔平,69,男性,富山県,3回,いいえ,1時間未満,はい,はい,オレンジジュース,いいえ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE
1017,59:13.6,末吉 優太,24,男性,新潟県,3回,いいえ,7時間～9時間未満,いいえ,はい,キリン コレステミン　アセロラ味 ８袋,はい,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1018,27:03.7,千島 拓也,27,男性,愛媛県,3回,いいえ,9時間以上,いいえ,いいえ,,いいえ,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
1019,28:58.4,牧田 菜月,51,女性,岡山県,3回,はい,5時間～7時間未満,いいえ,はい,キリン コレステミン　アップル味,いいえ,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
1020,26:12.8,舟山 千夏,70,女性,青森県,2回,いいえ,7時間～9時間未満,はい,はい,明治ブルガリアのむヨーグルトプレーンLB81,いいえ,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE
1021,06:31.3,山森 優太,38,男性,長崎県,1回,はい,5時間～7時間未満,いいえ,いいえ,,はい,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE
1022,37:07.6,堀池 恵,11,女性,奈良県,1回,いいえ,7時間～9時間未満,はい,はい,アサヒ パワーゴールド,いいえ,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
1023,19:40.8,岩松 結衣,28,女性,鳥取県,4回以上,はい,3時間～5時間未満,はい,はい,キリンコレステミン,はい,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
1024,42:57.8,古澤 洋平,67,男性,福井県,2回,いいえ,7時間～9時間未満,いいえ,はい,今日のみそ汁 合わせ味噌仕立て,はい,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1025,05:38.2,内田 亮太,85,男性,新潟県,4回以上,いいえ,5時間～7時間未満,はい,はい,カルピス酸乳 アミール エス 120,はい,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
1026,45:23.6,生田目 亮,24,男性,大阪府,4回以上,いいえ,5時間～7時間未満,いいえ,はい,黒豆茶,はい,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE
1027,30:03.5,広瀬 匠,63,男性,愛知県,3回,いいえ,9時間以上,いいえ,はい,グルコデザイン,はい,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
1028,48:12.0,東郷 麻美,22,女性,香川県,2回,はい,9時間以上,はい,いいえ,,いいえ,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE
1029,18:48.1,県 貴大,30,男性,山形県,1回,いいえ,1時間未満,はい,はい,ピオテア粉末ほうじ茶,はい,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE
1030,13:55.7,高垣 亮太,14,男性,岐阜県,2回,はい,9時間以上,いいえ,いいえ,,はい,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE
1031,07:02.4,新山 麻衣,29,女性,北海道,1回,はい,1時間～3時間未満,いいえ,いいえ,,いいえ,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
1032,59:46.7,楠 大輔,84,男性,山口県,4回以上,はい,1時間～3時間未満,いいえ,はい,キリン コレステミン レモンライム味 ８袋,いいえ,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
1033,29:59.9,有野 未来,40,女性,鳥取県,2回,いいえ,9時間以上,はい,はい,日清おいしさプラスサイリウムドリンクグレープフルーツ,はい,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
1034,20:17.4,久保山 未来,51,女性,宮崎県,4回以上,いいえ,3時間～5時間未満,はい,はい,日清おいしさプラス サイリウムファイバーゼリー,いいえ,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
1035,41:41.4,長坂 翔,55,男性,福岡県,2回,いいえ,3時間～5時間未満,いいえ,いいえ,,はい,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
1036,14:34.6,柳 健太郎,30,男性,大阪府,1回,いいえ,5時間～7時間未満,いいえ,はい,糖健茶料,いいえ,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE
1037,01:49.3,永瀬 大輝,61,男性,香川県,3回,いいえ,1時間～3時間未満,はい,いいえ,,いいえ,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
1038,14:38.3,赤堀 涼太,77,男性,愛媛県,4回以上,いいえ,3時間～5時間未満,いいえ,はい,日清おいしさプラス　サイリウムコーンフレーク　プレーン,いいえ,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE
1039,22:37.1,橋 大輔,16,男性,東京都,3回,いいえ,1時間未満,はい,いいえ,,はい,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE
1040,42:51.5,沖山 涼太,11,男性,秋田県,4回以上,はい,3時間～5時間未満,はい,はい,日清おいしさプラスサイリウムコーンフレーク,いいえ,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE
1041,44:33.4,花輪 一輝,30,男性,広島県,3回,はい,5時間～7時間未満,はい,はい,ジョア　白ぶどう,いいえ,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
1042,08:03.9,石澤 亮太,35,男性,石川県,1回,いいえ,1時間～3時間未満,いいえ,いいえ,,はい,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
1043,15:08.5,矢内 恵,35,女性,大阪府,1回,はい,1時間未満,はい,はい,わかめペプチドゼリー [りんご風味],いいえ,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
1044,55:55.7,大石 彩夏,32,女性,茨城県,1回,はい,1時間未満,はい,はい,京優　トマトスープ,いいえ,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
1045,09:32.9,横道 玲奈,59,女性,青森県,4回以上,はい,5時間～7時間未満,いいえ,はい,マインズ＜毎飲酢＞リンゴ酢ドリンク,はい,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE
1046,59:48.4,脇山 奈々,66,女性,山梨県,2回,はい,5時間～7時間未満,はい,はい,ファイバーチョキレB,いいえ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
1047,29:30.8,前岡 麻衣子,23,女性,長崎県,2回,はい,7時間～9時間未満,いいえ,いいえ,,はい,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE
1048,36:21.3,石野 萌,77,女性,鳥取県,2回,はい,1時間～3時間未満,いいえ,いいえ,,はい,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
1049,06:46.2,大薮 翔,19,男性,新潟県,2回,いいえ,7時間～9時間未満,いいえ,いいえ,,いいえ,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
1050,05:41.5,金塚 陸,37,男性,奈良県,2回,はい,5時間～7時間未満,はい,いいえ,,はい,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
1051,41:21.8,間山 香織,42,女性,東京都,1回,はい,7時間～9時間未満,いいえ,いいえ,,いいえ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE
1052,00:00.6,永川 海斗,65,男性,滋賀県,1回,はい,5時間～7時間未満,はい,いいえ,,いいえ,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
1053,51:48.0,逆井 亜美,79,女性,山梨県,4回以上,いいえ,1時間未満,いいえ,はい,日清おいしさプラス サイリウムドリンク プレーン（微糖）,はい,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE
1054,28:14.8,田口 奈々,12,女性,青森県,1回,いいえ,1時間未満,いいえ,はい,和風カットステーキ＆ハンバーグ,はい,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
1055,14:09.7,古田 早紀,63,女性,宮崎県,1回,はい,3時間～5時間未満,いいえ,いいえ,,いいえ,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE
1056,26:15.6,栫 茜,43,女性,静岡県,4回以上,はい,7時間～9時間未満,はい,いいえ,,いいえ,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
1057,38:00.3,富谷 翼,57,男性,宮城県,3回,いいえ,5時間～7時間未満,いいえ,はい,燕龍茶レベルケア,いいえ,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
1058,18:18.8,飯嶋 海斗,68,男性,京都府,2回,いいえ,1時間未満,はい,はい,京優膳　お吸いもの,いいえ,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE
1059,08:20.4,山形 健太郎,17,男性,徳島県,3回,いいえ,1時間～3時間未満,いいえ,はい,ピオテア粉末ほうじ茶,いいえ,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE
1060,15:26.2,野添 楓,20,女性,茨城県,4回以上,はい,1時間未満,はい,いいえ,,いいえ,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE
1061,06:23.0,奧野 美香,69,女性,愛媛県,1回,はい,1時間～3時間未満,はい,いいえ,,いいえ,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE
1062,34:14.7,川見 大地,28,男性,静岡県,2回,はい,5時間～7時間未満,はい,いいえ,,いいえ,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
1063,53:49.8,内村 徹,16,男性,沖縄県,4回以上,いいえ,9時間以上,いいえ,いいえ,,はい,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
1064,12:32.4,古俣 拓哉,40,男性,宮崎県,4回以上,はい,1時間未満,いいえ,はい,ジョア　白ぶどう,いいえ,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE
