回答日,名前,年齢,性別,お住まいの地域,食事は１日平均何回ですか,毎朝朝食をとりますか,睡眠時間は平均どのくらいですか,健康には気を使うほうですか,健康食品を利用していますか,最も利用している健康食品の商品名を記入してください,サプリメントは利用しますか,意識して摂取している栄養成分を複数選択してください_亜鉛,意識して摂取している栄養成分を複数選択してください_カルシウム,意識して摂取している栄養成分を複数選択してください_鉄,意識して摂取している栄養成分を複数選択してください_銅,意識して摂取している栄養成分を複数選択してください_マグネシウム,意識して摂取している栄養成分を複数選択してください_ナイアシン,意識して摂取している栄養成分を複数選択してください_パントテン酸,意識して摂取している栄養成分を複数選択してください_ビオチン,意識して摂取している栄養成分を複数選択してください_ビタミンＡ,意識して摂取している栄養成分を複数選択してください_β－カロテン（ビタミンＡの前駆体）,意識して摂取している栄養成分を複数選択してください_ビタミンＢ1,意識して摂取している栄養成分を複数選択してください_ビタミンＢ2,意識して摂取している栄養成分を複数選択してください_ビタミンＢ6,意識して摂取している栄養成分を複数選択してください_ビタミンＢ12,意識して摂取している栄養成分を複数選択してください_ビタミンＣ,意識して摂取している栄養成分を複数選択してください_ビタミンＤ,意識して摂取している栄養成分を複数選択してください_ビタミンＥ,意識して摂取している栄養成分を複数選択してください_葉酸,意識して摂取している栄養成分を複数選択してください_その他
2010/04/13 20:59:27.367,弘田 優太,59,男性,佐賀県,3回,はい,1時間未満,いいえ,いいえ,,はい,true,true,false,true,true,true,true,false,false,true,false,true,false,true,false,false,true,true,false
2010/01/15 13:11:26.450,露木 翼,53,男性,大阪府,4回以上,いいえ,7時間～9時間未満,いいえ,はい,スペシャルグリル・ボリューム弁当,はい,true,true,true,false,false,false,false,true,false,true,true,true,true,true,true,false,false,true,true
2011/05/29 15:37:56.056,川越 千尋,82,女性,沖縄県,1回,はい,3時間～5時間未満,いいえ,はい,ナタデココファイバー,いいえ,false,false,true,true,false,false,true,false,true,true,false,false,true,true,false,true,false,false,true
2010/02/05 20:41:07.729,八木 竜也,79,男性,神奈川県,4回以上,いいえ,1時間未満,いいえ,はい,大豆からあげ,いいえ,true,false,false,true,true,false,false,false,true,true,false,false,true,true,true,true,false,false,true
2010/11/06 10:22:55.748,下里 健太郎,87,男性,山形県,4回以上,いいえ,3時間～5時間未満,はい,いいえ,,はい,true,true,true,false,true,true,false,false,true,true,false,false,false,false,false,true,false,true,false
2008/11/27 01:58:02.160,広崎 由佳,74,女性,岐阜県,2回,いいえ,1時間～3時間未満,いいえ,はい,ペプチドスープEX,いいえ,true,true,false,false,true,false,false,true,true,false,false,true,false,true,false,false,true,true,false
2010/05/27 15:56:47.759,薗部 菜摘,11,女性,茨城県,3回,はい,5時間～7時間未満,はい,はい,ハンバーグ＆若鶏の唐揚げ弁当,はい,false,false,false,false,false,false,true,false,true,false,false,true,true,true,true,false,true,false,true
2009/12/02 21:32:49.901,西野 里奈,79,女性,富山県,4回以上,いいえ,1時間未満,はい,はい,ヤクルト,いいえ,true,true,false,false,true,true,true,false,true,false,false,true,true,true,false,false,true,false,true
2009/07/21 23:03:43.831,長船 麻衣子,68,女性,茨城県,1回,いいえ,1時間未満,いいえ,はい,コカコーラ,はい,true,false,false,false,false,false,true,true,false,false,true,true,true,false,false,false,false,false,true
2008/10/29 12:38:14.006,池浦 麻美,71,女性,徳島県,1回,いいえ,5時間～7時間未満,いいえ,はい,リカルデント,はい,true,true,true,false,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false
2008/12/30 19:16:49.208,交告 美穂,66,女性,埼玉県,3回,はい,9時間以上,はい,はい,リカルデント,はい,false,false,false,false,false,false,false,true,true,false,true,true,true,false,false,false,false,false,true
2009/01/21 20:56:03.697,池戸 健太郎,78,男性,長崎県,4回以上,はい,1時間未満,はい,いいえ,,いいえ,false,false,true,true,true,true,false,true,true,false,false,false,true,true,true,false,false,true,false
2010/10/31 07:06:12.665,遠藤 直人,44,男性,三重県,3回,はい,1時間～3時間未満,はい,いいえ,,いいえ,true,true,true,true,false,false,true,false,false,true,true,false,false,true,false,false,true,true,false
2011/08/19 18:48:50.135,曽我部 香織,41,女性,徳島県,1回,いいえ,1時間未満,いいえ,はい,エージーエフ ビタホット,はい,false,true,true,true,true,false,true,false,true,true,true,true,false,false,true,true,false,true,false
2011/01/31 13:47:59.607,椛沢 明日香,68,女性,神奈川県,1回,はい,5時間～7時間未満,はい,はい,日清おいしさプラス サイリウムファイバーゼリー グレープ味,いいえ,false,false,false,true,true,true,false,false,false,true,false,false,true,false,true,false,false,false,true
2010/10/11 21:40:25.882,尾形 奈々,78,女性,栃木県,4回以上,はい,7時間～9時間未満,いいえ,はい,クラッシュタイプの蒟蒻畑ライトグレープフルーツ味,はい,false,false,false,true,true,true,true,false,true,true,false,false,true,false,false,true,true,false,false
2009/06/29 01:36:22.038,奥出 さくら,29,女性,徳島県,3回,いいえ,3時間～5時間未満,いいえ,いいえ,,はい,true,false,true,true,true,true,true,false,true,false,true,true,true,false,true,false,false,true,false
2010/10/08 07:47:05.840,小田嶋 優,45,男性,宮城県,1回,いいえ,3時間～5時間未満,はい,はい,オリゴ2400アップル,いいえ,false,true,false,true,true,true,false,false,true,false,true,true,true,true,false,false,true,true,false
2010/04/15 22:13:23.701,溝端 玲奈,11,女性,福島県,3回,いいえ,1時間未満,いいえ,いいえ,,はい,true,false,false,false,true,false,true,true,true,false,true,true,false,true,false,false,false,false,true
2009/10/29 03:35:09.906,斉木 大樹,56,男性,福井県,1回,いいえ,7時間～9時間未満,はい,はい,日清おいしさプラスサイリウムファイバーゼリーグレープ味,はい,false,true,true,false,false,true,false,true,false,true,false,true,false,true,false,true,false,true,false
2011/01/13 00:16:44.653,戸谷 貴大,34,男性,徳島県,1回,いいえ,3時間～5時間未満,はい,はい,イサゴール,いいえ,false,false,false,false,true,false,true,false,true,true,true,true,true,true,false,false,false,false,true
2009/12/09 22:32:44.319,藤下 拓海,10,男性,長野県,4回以上,いいえ,3時間～5時間未満,いいえ,いいえ,,いいえ,false,true,true,false,false,false,true,true,true,false,false,false,false,false,true,false,false,true,false
2011/03/28 18:46:21.151,辰野 直樹,82,男性,山梨県,4回以上,はい,3時間～5時間未満,いいえ,いいえ,,いいえ,true,true,false,false,true,true,true,true,true,true,true,true,true,true,true,false,true,true,true
2010/03/28 03:48:46.716,榎並 真由,24,女性,東京都,1回,いいえ,1時間未満,いいえ,はい,ジョア,はい,true,false,true,true,false,false,false,false,false,true,true,true,false,false,false,true,true,false,true
2009/07/25 13:51:57.300,寺谷 茜,47,女性,沖縄県,4回以上,いいえ,1時間未満,いいえ,いいえ,,いいえ,true,false,false,true,true,true,true,false,true,true,true,false,true,true,true,false,true,true,true
2009/02/10 14:29:39.406,喜田 遥,14,女性,兵庫県,3回,いいえ,7時間～9時間未満,いいえ,はい,キリン コレステミン　レモンライム味 ８袋,はい,true,true,true,true,true,false,false,true,false,true,false,true,true,true,true,true,true,true,false
2009/12/17 11:21:19.048,山下 亜美,78,女性,栃木県,4回以上,いいえ,5時間～7時間未満,いいえ,いいえ,,はい,false,true,true,true,false,true,true,true,true,false,true,false,true,false,true,true,false,false,false
2009/11/24 07:21:16.839,滑川 翼,39,男性,愛知県,3回,はい,9時間以上,はい,はい,イサゴール・アムラ味,いいえ,true,true,false,false,false,true,true,false,false,false,false,true,false,true,true,true,true,true,true
2008/10/31 23:04:31.622,大門 大貴,28,男性,石川県,1回,はい,1時間未満,はい,いいえ,,いいえ,false,true,true,true,false,false,true,false,true,true,true,false,true,true,true,false,true,true,false
2009/11/25 04:01:40.477,佐橋 さくら,16,女性,滋賀県,1回,はい,7時間～9時間未満,いいえ,はい,日清おいしさプラスサイリウムヌードル,はい,true,false,true,false,false,true,true,false,false,false,false,true,false,true,true,false,true,true,false
2009/08/25 05:03:06.753,古口 祐介,85,男性,静岡県,4回以上,はい,1時間～3時間未満,はい,いいえ,,はい,false,false,false,false,true,false,true,true,false,true,true,false,true,true,false,true,false,false,false
2011/02/20 21:52:53.059,有坂 拓哉,26,男性,山口県,1回,はい,1時間未満,はい,いいえ,,いいえ,false,true,true,true,true,true,true,true,true,true,true,true,false,true,false,true,false,true,true
2009/11/21 21:46:57.307,前山 翔,20,男性,大阪府,2回,いいえ,1時間未満,はい,はい,血糖の気になりはじめた人のフィットライフコーヒー,いいえ,true,true,true,false,true,false,true,false,false,true,true,true,true,true,false,true,false,true,true
2011/01/07 11:54:06.434,柚木 雄太,41,男性,滋賀県,4回以上,はい,7時間～9時間未満,はい,はい,日清おいしさプラスサイリウムヌードルしょうゆ味,いいえ,false,false,false,false,false,true,true,false,true,false,true,false,true,false,true,false,true,true,true
2008/10/15 11:38:09.326,香月 亮,33,男性,和歌山県,4回以上,はい,1時間未満,はい,いいえ,,いいえ,false,true,false,false,false,true,false,false,false,true,false,false,false,true,false,true,false,false,false
2010/10/17 04:29:43.157,茂原 翔平,24,男性,岩手県,4回以上,はい,1時間未満,いいえ,はい,ジョア,いいえ,true,true,true,false,false,true,true,false,false,true,false,true,false,true,true,false,true,true,true
2010/04/29 04:44:37.384,古舘 拓哉,34,男性,福島県,3回,はい,7時間～9時間未満,いいえ,はい,日清おいしさプラス　サイリウムコーンフレーク　セミスィート,いいえ,true,false,true,false,true,true,false,false,true,true,false,true,true,false,true,true,true,true,true
2011/02/06 02:23:29.854,神里 美穂,50,女性,山形県,4回以上,いいえ,1時間未満,はい,はい,ビーフカットステーキ・ボリューム弁当,いいえ,true,false,false,true,false,false,true,false,false,true,true,true,true,true,false,true,false,true,false
2010/04/15 14:52:15.499,米森 智也,27,男性,埼玉県,3回,いいえ,9時間以上,はい,いいえ,,はい,false,false,true,true,false,true,true,true,true,false,true,false,true,true,false,false,false,false,false
2010/04/30 01:28:55.680,良知 翔平,68,男性,鳥取県,3回,はい,9時間以上,はい,はい,ジョア　ストロベリー,はい,false,false,true,true,false,false,true,true,true,true,false,false,true,true,false,false,true,false,true
2010/06/22 10:34:54.342,下坂 祐介,33,男性,石川県,2回,いいえ,7時間～9時間未満,いいえ,いいえ,,はい,false,false,false,false,false,true,true,true,false,false,false,true,true,true,false,false,true,true,false
2010/03/24 09:03:29.834,鳥谷 瞳,75,女性,和歌山県,1回,はい,5時間～7時間未満,はい,はい,緑の力茶(りょくちゃ),いいえ,true,false,true,true,true,false,false,true,false,true,true,false,true,true,true,false,false,true,false
2010/07/04 03:48:41.985,楠原 真由,12,女性,大阪府,4回以上,いいえ,1時間～3時間未満,いいえ,はい,オールブラン,はい,false,false,true,true,true,false,false,true,false,false,true,true,true,true,false,true,true,false,true
2010/11/27 10:29:58.546,俣野 楓,49,女性,長崎県,3回,いいえ,5時間～7時間未満,はい,いいえ,,いいえ,true,true,false,false,false,false,false,false,false,true,true,true,false,false,false,true,true,false,true
2008/12/27 22:44:49.475,島根 直樹,25,男性,茨城県,1回,いいえ,9時間以上,はい,いいえ,,はい,true,false,true,true,true,false,false,true,true,false,true,false,false,false,false,false,false,false,false
2010/02/26 03:09:28.095,近藤 陸,61,男性,佐賀県,2回,いいえ,1時間未満,はい,はい,健やか豆腐,いいえ,false,false,false,true,true,true,true,true,false,true,true,false,true,true,true,true,true,false,true
2009/11/03 03:07:24.711,谷 千尋,29,女性,茨城県,3回,はい,1時間～3時間未満,いいえ,はい,日清おいしさプラス　サイリウムファイバーゼリー　グレープ味,いいえ,true,true,true,false,true,true,true,true,true,false,true,false,true,true,true,false,false,true,true
2010/08/20 14:54:59.337,河原 拓也,52,男性,長崎県,4回以上,はい,1時間～3時間未満,はい,いいえ,,いいえ,false,false,false,false,true,true,false,true,true,false,false,true,true,true,false,true,false,false,true
2010/09/24 01:56:48.267,沢本 拓哉,15,男性,北海道,3回,はい,1時間～3時間未満,いいえ,いいえ,,はい,true,true,false,true,false,false,false,false,false,true,false,false,true,false,true,false,false,true,false
2011/06/02 18:09:54.378,高屋 竜也,68,男性,秋田県,3回,いいえ,1時間未満,はい,はい,日清おいしさプラスサイリウムコーンフレーク,いいえ,false,true,true,false,false,true,false,true,true,false,false,false,true,false,true,true,true,false,true
2010/03/18 23:52:32.143,細山 詩織,82,女性,鳥取県,4回以上,いいえ,3時間～5時間未満,いいえ,はい,日清おいしさプラスサイリウムドリンクオレンジ,いいえ,false,false,false,false,false,false,false,false,true,false,false,false,true,true,false,false,false,true,false
2010/02/18 20:17:04.074,細貝 駿,28,男性,沖縄県,3回,いいえ,5時間～7時間未満,いいえ,はい,ＡＧＦ ビタホット,はい,false,false,false,false,true,true,true,false,true,false,true,true,false,true,true,false,false,false,true
2010/04/17 08:55:50.409,麻田 香織,26,女性,神奈川県,1回,はい,1時間未満,はい,いいえ,,いいえ,true,true,false,true,false,false,false,true,true,true,true,true,true,false,false,false,false,true,true
2011/06/15 01:05:36.265,藤沼 大樹,72,男性,福井県,3回,いいえ,9時間以上,はい,はい,デンマークヨーグルト,はい,true,false,false,true,true,true,true,true,false,true,true,false,false,false,true,true,false,true,true
2011/07/30 00:18:28.734,重見 優花,41,女性,鳥取県,1回,はい,3時間～5時間未満,はい,いいえ,,いいえ,true,false,false,false,true,true,false,true,false,true,false,false,false,true,true,false,true,true,true
2008/11/03 01:22:12.858,綿引 拓也,38,男性,佐賀県,4回以上,いいえ,7時間～9時間未満,はい,はい,ビヒダスプレーンヨーグルト,はい,false,false,false,true,false,false,true,true,true,true,true,false,false,true,false,false,false,false,false
2009/03/11 16:32:25.259,越後 萌,57,女性,山梨県,3回,いいえ,1時間未満,いいえ,いいえ,,はい,true,false,true,false,false,false,false,true,true,true,true,false,true,true,false,true,false,false,false
2010/01/09 00:43:33.581,桐原 友美,37,女性,大阪府,3回,いいえ,5時間～7時間未満,はい,はい,日清おいしさプラス サイリウムドリンク 青りんご,いいえ,false,false,true,false,false,false,false,true,false,true,true,true,false,false,true,true,true,false,false
2008/11/23 19:44:04.851,柴本 未来,18,女性,徳島県,2回,はい,5時間～7時間未満,いいえ,はい,春巻き＆シュウマイ,いいえ,false,true,true,false,false,false,false,true,false,true,false,true,false,false,true,false,true,false,false
2009/04/20 10:36:02.145,辻井 麻衣子,63,女性,群馬県,2回,はい,5時間～7時間未満,はい,はい,オリゴ2400グレープ,はい,false,false,true,false,true,true,false,true,false,false,false,true,true,true,false,false,true,true,false
2011/03/29 21:05:14.515,三角 千夏,58,女性,福島県,4回以上,いいえ,3時間～5時間未満,はい,はい,ほね元気　ひきわり,はい,false,false,true,true,true,false,true,true,false,true,false,true,false,true,false,true,false,false,true
2010/12/14 00:34:32.755,茂田 祐介,70,男性,東京都,4回以上,いいえ,3時間～5時間未満,いいえ,はい,コレカットレモン,はい,false,false,false,true,true,true,true,true,false,false,true,true,true,false,false,false,true,false,true
2009/10/11 13:15:23.284,土生 涼太,50,男性,青森県,2回,はい,9時間以上,はい,いいえ,,はい,true,true,true,true,true,false,false,true,true,true,true,false,false,false,true,false,true,false,true
2010/07/03 23:55:00.023,仲島 大樹,37,男性,埼玉県,1回,いいえ,9時間以上,はい,いいえ,,いいえ,true,true,true,false,true,false,false,true,true,false,false,false,true,true,true,true,true,false,false
2010/12/23 14:16:50.668,笹山 沙織,38,女性,神奈川県,4回以上,いいえ,3時間～5時間未満,はい,いいえ,,いいえ,true,false,true,false,true,false,true,true,false,false,false,true,true,true,false,true,false,false,false
2008/10/16 12:46:00.079,砂原 楓,34,女性,三重県,2回,いいえ,1時間～3時間未満,はい,はい,日清おいしさプラス サイリウムファイバーゼリー,はい,true,false,false,true,true,true,false,true,false,false,true,true,true,true,false,false,true,true,false
2010/05/07 01:53:49.401,横沢 翔太,60,男性,鹿児島県,3回,はい,9時間以上,はい,はい,ゴマペプ茶,はい,true,false,true,true,true,true,true,true,true,true,true,true,true,true,false,false,true,true,true
,小向 優,80,男性,兵庫県,,いいえ,1時間未満,,いいえ,,,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
2011/07/25 22:35:54.801,高尾 雄太,83,男性,滋賀県,1回,はい,3時間～5時間未満,いいえ,いいえ,,はい,false,true,false,true,true,true,false,false,false,false,false,false,false,true,true,true,true,false,true
2010/09/14 16:04:08.377,石戸谷 康平,10,男性,北海道,1回,はい,1時間～3時間未満,はい,はい,キリン コレステミン アセロラ味 ８袋,いいえ,true,false,false,false,true,false,true,false,true,true,true,false,true,false,false,true,false,true,false
2009/12/31 01:37:14.342,刑部 沙織,74,女性,宮崎県,2回,はい,1時間未満,はい,いいえ,,いいえ,true,true,true,false,true,false,true,true,false,true,true,false,true,false,false,false,false,false,true
2011/05/02 13:08:49.269,相沢 翼,18,男性,佐賀県,3回,いいえ,3時間～5時間未満,はい,はい,日清おいしさプラス　サイリウムヌードル　しょうゆ味,はい,true,false,false,true,true,false,false,true,false,true,true,false,true,true,true,true,true,false,false
2011/09/03 18:15:48.262,生田目 里奈,39,女性,栃木県,4回以上,いいえ,1時間未満,はい,いいえ,,はい,true,false,false,true,true,true,false,false,true,true,false,true,false,false,false,true,true,true,false
2009/04/03 12:20:06.400,松藤 茜,21,女性,熊本県,3回,いいえ,5時間～7時間未満,はい,はい,京優茶　緑茶,はい,true,true,true,false,false,true,true,true,false,false,false,false,false,true,true,true,true,true,true
2009/07/29 11:35:37.544,長友 舞,81,女性,沖縄県,3回,はい,1時間～3時間未満,はい,はい,ハンバーグ＆唐揚げ,はい,false,true,true,false,false,false,false,true,true,true,false,true,false,true,true,true,true,false,false
2011/08/31 21:20:02.787,小野塚 奈々,89,女性,富山県,3回,はい,1時間～3時間未満,はい,はい,燕龍茶レベルケア,はい,false,false,false,true,false,false,true,true,true,true,false,false,false,false,false,false,true,true,false
2011/03/06 14:44:28.596,松﨑 大貴,64,男性,栃木県,2回,いいえ,1時間～3時間未満,いいえ,いいえ,,いいえ,false,false,true,false,true,true,true,true,false,false,true,true,true,false,false,false,false,false,false
2010/08/21 17:46:05.674,本田 香織,38,女性,大分県,1回,はい,1時間～3時間未満,はい,はい,ナタデココ　ファイバー,いいえ,false,true,false,false,false,true,false,false,false,true,false,true,false,true,true,false,false,true,false
2008/10/23 02:00:47.606,田辺 彩夏,28,女性,京都府,2回,いいえ,1時間未満,いいえ,いいえ,,いいえ,true,false,true,false,true,false,false,false,true,false,true,false,true,false,false,false,false,true,false
2010/02/20 00:05:00.927,副田 翼,47,男性,宮城県,1回,はい,9時間以上,いいえ,はい,クロスタニンのお茶,いいえ,true,false,false,true,false,true,true,true,true,true,true,false,false,true,false,false,false,false,false
2011/03/20 01:53:30.314,末岡 菜摘,18,女性,愛知県,1回,はい,5時間～7時間未満,はい,はい,日清おいしさプラス サイリウムヌードル,いいえ,false,false,true,true,true,false,true,false,false,false,true,true,true,false,false,false,true,false,true
2011/03/12 05:05:13.173,小牧 竜也,30,男性,富山県,1回,はい,7時間～9時間未満,はい,いいえ,,はい,true,false,false,false,false,false,true,true,true,true,true,true,false,true,false,false,true,false,false
2011/03/04 21:38:22.130,川原 竜也,22,男性,滋賀県,4回以上,はい,1時間未満,いいえ,いいえ,,いいえ,true,false,false,false,true,true,true,false,true,false,true,false,false,true,true,false,false,false,true
2009/07/24 09:20:56.095,中町 陸,36,男性,新潟県,1回,はい,9時間以上,いいえ,いいえ,,いいえ,false,true,true,true,false,true,true,true,true,false,true,true,false,false,false,true,false,true,false
2008/10/22 03:34:55.564,荒金 匠,53,男性,宮崎県,2回,いいえ,5時間～7時間未満,いいえ,いいえ,,はい,true,false,false,true,true,true,false,true,false,true,true,true,false,false,true,true,false,false,false
2009/11/14 17:00:30.110,山東 翼,82,男性,愛媛県,1回,はい,5時間～7時間未満,いいえ,いいえ,,はい,false,false,false,true,false,true,true,false,true,false,true,false,false,true,true,true,false,false,false
2011/02/27 10:35:04.458,樋山 恵,89,女性,秋田県,4回以上,はい,3時間～5時間未満,はい,いいえ,,はい,true,false,true,true,false,true,false,true,true,true,true,false,false,true,true,true,true,true,true
2010/04/19 10:11:42.404,江沢 雄大,38,男性,徳島県,4回以上,いいえ,9時間以上,いいえ,いいえ,,いいえ,false,false,false,false,false,false,true,false,true,true,false,true,true,false,false,false,false,true,true
2010/08/28 13:35:18.487,仲井 洋平,80,男性,栃木県,3回,いいえ,1時間～3時間未満,いいえ,いいえ,,いいえ,true,true,true,true,false,true,false,true,true,false,true,true,false,true,false,true,true,true,false
2010/03/24 06:27:09.236,金光 翔,15,男性,和歌山県,2回,いいえ,5時間～7時間未満,いいえ,いいえ,,いいえ,false,false,true,false,false,true,true,true,false,false,true,true,true,false,false,false,false,true,false
2009/02/01 11:28:16.272,市来 優花,21,女性,沖縄県,4回以上,いいえ,9時間以上,はい,はい,松谷のおみそ汁 合わせ,はい,false,false,true,false,true,true,false,true,true,true,true,true,true,false,false,true,true,false,false
2009/07/03 00:43:27.142,古家 大輔,65,男性,大分県,1回,はい,5時間～7時間未満,いいえ,いいえ,,はい,true,false,true,false,false,true,false,false,false,true,false,false,true,true,true,true,true,false,false
2010/09/05 21:11:52.243,梅山 健太郎,26,男性,石川県,4回以上,いいえ,5時間～7時間未満,はい,はい,若鶏のグリル醤油ソース＆海老フライ,はい,false,true,false,false,false,false,true,false,false,false,false,true,false,true,false,true,false,true,false
2011/08/08 20:05:57.063,下川 茜,43,女性,長崎県,4回以上,いいえ,1時間～3時間未満,はい,はい,水々しあ,はい,false,true,true,false,false,true,true,true,false,false,false,true,true,true,true,false,true,false,true
2009/12/20 16:16:55.824,河瀬 一輝,59,男性,長野県,3回,いいえ,5時間～7時間未満,いいえ,はい,わかめペプチドゼリー [りんご風味],はい,false,false,true,true,true,true,true,false,true,false,false,true,false,false,false,true,true,true,false
2009/01/13 09:27:02.865,米本 亜美,19,女性,徳島県,1回,はい,7時間～9時間未満,はい,はい,胡麻麦茶,いいえ,false,true,true,false,true,false,false,false,true,false,true,true,false,false,true,true,false,true,true
2010/11/16 13:38:15.681,小笹 香織,69,女性,三重県,2回,いいえ,7時間～9時間未満,はい,いいえ,,はい,false,false,true,false,true,true,true,false,true,false,true,true,false,false,true,false,false,true,true
2010/08/06 06:48:19.757,薬師寺 遙,21,女性,静岡県,2回,いいえ,5時間～7時間未満,はい,いいえ,,いいえ,false,false,true,false,false,true,false,false,false,false,true,true,true,false,true,false,false,false,true
2009/02/18 20:00:18.015,土岐 美香,61,女性,長野県,4回以上,はい,1時間～3時間未満,いいえ,いいえ,,はい,true,false,true,false,true,true,false,false,false,false,false,false,true,true,true,false,false,true,false
2011/08/25 09:24:05.198,阿比留 遙,22,女性,宮城県,1回,いいえ,1時間～3時間未満,はい,いいえ,,いいえ,true,true,true,true,true,true,true,false,false,true,false,false,false,true,false,false,true,false,false
2009/02/22 13:28:50.408,金野 拓海,45,男性,島根県,3回,いいえ,5時間～7時間未満,いいえ,いいえ,,はい,true,false,false,true,false,true,true,false,true,false,false,false,false,true,false,false,true,false,false
2010/09/06 01:05:32.038,入倉 愛,68,女性,大阪府,3回,いいえ,5時間～7時間未満,はい,いいえ,,はい,true,false,true,false,true,true,true,true,false,false,false,false,false,true,true,false,true,true,false
2008/10/26 13:26:13.719,大重 亮,69,男性,山口県,2回,はい,1時間～3時間未満,いいえ,はい,日清おいしさプラス サイリウムヌードル チキンタンメン,はい,true,true,true,false,true,false,true,false,false,true,true,true,true,true,true,true,false,true,true
2009/04/07 15:41:25.895,田丸 明日香,40,女性,宮崎県,1回,はい,3時間～5時間未満,はい,はい,森永カルダス,いいえ,false,false,true,true,true,true,true,false,true,true,true,false,false,false,true,true,true,false,false
2009/01/18 03:38:02.750,津波古 遙,62,女性,静岡県,4回以上,はい,3時間～5時間未満,いいえ,いいえ,,いいえ,false,false,false,false,false,false,false,false,false,true,false,false,true,true,true,true,true,false,true
2010/10/15 19:41:08.700,豊原 美月,34,女性,高知県,3回,いいえ,3時間～5時間未満,いいえ,はい,コーンポタージュスープ,いいえ,true,true,true,true,false,true,false,true,true,false,true,false,false,false,false,false,true,true,true
2009/02/13 05:14:19.671,関田 里奈,28,女性,神奈川県,2回,いいえ,5時間～7時間未満,はい,はい,ヘルシーコレステ,いいえ,true,false,true,true,true,false,true,false,false,true,false,false,false,false,true,false,false,false,false
2009/09/09 21:37:48.421,早乙女 明日香,24,女性,大分県,4回以上,いいえ,7時間～9時間未満,はい,はい,マインズ＜毎飲酢＞リンゴ酢ドリンク,はい,false,false,false,false,true,true,false,false,true,false,true,true,true,true,false,false,false,true,false
2010/02/24 10:45:48.137,小佐野 優斗,73,男性,静岡県,3回,いいえ,1時間～3時間未満,いいえ,はい,ジョア　ストロベリー,いいえ,true,true,true,false,false,true,true,false,false,false,true,true,true,true,false,true,false,true,true
2009/03/01 22:01:49.060,山平 大貴,64,男性,岩手県,1回,はい,7時間～9時間未満,いいえ,はい,キシリトール・ガム,はい,true,false,true,true,true,false,false,false,false,true,false,true,true,true,true,false,true,true,false
2010/02/09 21:37:41.654,橋野 香織,41,女性,京都府,2回,はい,3時間～5時間未満,いいえ,いいえ,,はい,false,false,false,true,true,true,false,false,false,true,true,false,false,true,true,true,true,true,true
2010/04/14 22:05:42.056,稲森 拓海,25,男性,広島県,1回,はい,1時間～3時間未満,いいえ,はい,日清おいしさプラス　サイリウムドリンク,いいえ,false,true,true,false,true,false,true,true,true,false,true,false,true,true,false,true,false,true,true
2010/10/26 20:48:15.776,須郷 楓,18,女性,徳島県,2回,はい,1時間未満,はい,はい,オリゴのおかげEX顆粒タイプ,はい,false,true,false,true,true,true,true,false,true,false,true,true,true,true,false,false,false,false,true
2009/04/05 13:58:26.484,芦原 遥,26,女性,高知県,1回,いいえ,1時間未満,はい,はい,ぴゅあオリゴ顆粒,いいえ,false,false,true,false,true,false,false,true,true,false,true,false,false,false,true,false,false,true,false
2011/03/16 16:33:33.509,城下 拓哉,88,男性,青森県,1回,いいえ,7時間～9時間未満,はい,はい,日清おいしさプラス サイリウムヌードル,いいえ,false,true,false,true,true,true,false,false,false,false,false,true,false,false,false,true,false,true,true
2011/03/05 00:50:03.621,西條 遥,24,女性,和歌山県,2回,はい,7時間～9時間未満,いいえ,いいえ,,はい,true,true,true,false,false,false,false,false,true,false,false,true,true,true,true,true,true,false,false
2009/01/27 13:31:28.319,黒宮 拓哉,16,男性,京都府,4回以上,はい,5時間～7時間未満,はい,いいえ,,はい,true,false,true,false,true,false,false,false,false,false,true,true,true,false,true,false,true,false,false
2010/12/23 21:26:37.911,力石 楓,12,女性,宮崎県,2回,はい,1時間～3時間未満,いいえ,いいえ,,いいえ,false,true,false,true,true,true,true,false,false,false,true,true,true,false,false,false,false,true,false
2010/03/25 11:06:05.672,本宮 友美,73,女性,三重県,4回以上,いいえ,5時間～7時間未満,いいえ,はい,キリン コレステミン　アップル味 ８袋,はい,true,false,true,true,true,false,false,false,false,true,false,true,true,false,false,false,true,true,false
2009/11/04 13:51:32.170,工藤 菜摘,60,女性,沖縄県,1回,いいえ,1時間～3時間未満,はい,はい,日清おいしさプラス サイリウムドリンク,いいえ,false,false,true,true,false,false,false,true,false,true,false,false,false,true,false,true,true,false,true
2011/05/22 19:38:06.176,川路 亮太,22,男性,青森県,1回,いいえ,9時間以上,いいえ,いいえ,,いいえ,true,false,true,false,true,true,false,true,true,true,true,false,true,false,false,true,true,false,false
2011/08/08 03:38:11.657,須田 翔,32,男性,東京都,4回以上,いいえ,9時間以上,はい,はい,ゼリージュースイサゴール,はい,true,false,true,false,true,true,false,true,false,false,false,true,false,true,false,false,false,true,false
2011/05/03 05:50:41.283,吉村 彩,29,女性,愛知県,1回,いいえ,1時間未満,いいえ,いいえ,,はい,false,true,false,true,true,false,false,true,true,false,false,true,true,false,false,false,false,true,true
2010/04/27 16:34:30.644,下薗 彩香,85,女性,沖縄県,1回,はい,1時間未満,はい,いいえ,,はい,true,false,false,false,true,false,false,true,true,false,false,true,true,true,true,true,true,true,true
